"sequence","support","pattern"
"<{G},{K}>",0.00304579875373739,2
"<{M},{A},{C},{F}>",0.00303182719982116,4
"<{A},{B},{M}>",0.00301785564590494,3
"<{S},{D}>",0.00301785564590494,2
"<{H},{C},{B}>",0.00301785564590494,3
"<{H},{F},{B}>",0.00300388409198871,3
"<{E},{F},{S}>",0.00298991253807248,3
"<{K},{P}>",0.00298991253807248,2
"<{B},{T},{H}>",0.00298991253807248,3
"<{B},{C},{H}>",0.00298991253807248,3
"<{A},{B},{H}>",0.00298991253807248,3
"<{U},{B}>",0.00297594098415626,2
"<{E},{T},{S}>",0.00296196943024003,3
"<{K},{T},{B}>",0.00296196943024003,3
"<{M},{T},{C},{A}>",0.00296196943024003,4
"<{K,H}>",0.0029479978763238,2
"<{H},{F},{K}>",0.0029479978763238,3
"<{M},{S},{B}>",0.0029479978763238,3
"<{M},{D},{A}>",0.0029479978763238,3
"<{N},{T}>",0.00293402632240758,2
"<{T},{F},{D}>",0.00293402632240758,3
"<{C},{S},{A}>",0.00292005476849135,3
"<{K},{H},{T}>",0.00290608321457512,3
"<{T},{B},{S}>",0.00290608321457512,3
"<{A},{T},{I}>",0.00290608321457512,3
"<{A},{M},{I}>",0.00290608321457512,3
"<{F},{C},{I}>",0.00290608321457512,3
"<{A},{K},{H}>",0.0028921116606589,3
"<{C},{F},{G}>",0.0028921116606589,3
"<{T},{F},{E}>",0.0028921116606589,3
"<{C},{M},{D}>",0.0028921116606589,3
"<{A},{H},{B}>",0.0028921116606589,3
"<{M},{A},{C},{T}>",0.00287814010674267,4
"<{F},{C},{G}>",0.00287814010674267,3
"<{A},{C},{D}>",0.00287814010674267,3
"<{H,C}>",0.00285019699891022,2
"<{F},{H},{S}>",0.00285019699891022,3
"<{C},{E},{M}>",0.00285019699891022,3
"<{F},{S},{I}>",0.00285019699891022,3
"<{M},{D},{H}>",0.00285019699891022,3
"<{M},{T},{F},{C}>",0.00285019699891022,4
"<{I},{B}>",0.00285019699891022,2
"<{E},{H},{T}>",0.00283622544499399,3
"<{B},{A},{T}>",0.00283622544499399,3
"<{P},{M}>",0.00283622544499399,2
"<{C},{D},{F}>",0.00283622544499399,3
"<{F},{M},{D}>",0.00283622544499399,3
"<{K},{C},{B}>",0.00283622544499399,3
"<{F},{D},{T}>",0.00282225389107777,3
"<{F},{B},{S}>",0.00282225389107777,3
"<{T},{S},{F}>",0.00282225389107777,3
"<{C},{S},{B}>",0.00282225389107777,3
"<{M},{F},{U}>",0.00280828233716154,3
"<{A},{S},{H}>",0.00280828233716154,3
"<{K},{T},{A}>",0.00280828233716154,3
"<{B},{F},{A}>",0.00280828233716154,3
"<{C,B}>",0.00279431078324531,2
"<{M},{F},{C},{A}>",0.00279431078324531,4
"<{M},{A},{T},{F}>",0.00278033922932909,4
"<{P},{A}>",0.00278033922932909,2
"<{M},{F},{T},{H}>",0.00276636767541286,4
"<{M},{H},{E}>",0.00276636767541286,3
"<{K},{M},{C}>",0.00276636767541286,3
"<{E},{F},{B}>",0.00276636767541286,3
"<{A},{M},{U}>",0.00275239612149663,3
"<{P},{H}>",0.00275239612149663,2
"<{B},{T},{A}>",0.00275239612149663,3
"<{F,K}>",0.00273842456758041,2
"<{M},{T},{U}>",0.00273842456758041,3
"<{T},{E},{F}>",0.00272445301366418,3
"<{M},{F},{T},{B}>",0.00272445301366418,4
"<{A},{E},{H}>",0.00271048145974795,3
"<{F},{S},{M}>",0.00269650990583173,3
"<{C},{D},{M}>",0.00269650990583173,3
"<{B},{A},{F}>",0.00269650990583173,3
"<{A},{U},{S}>",0.0026825383519155,3
"<{M},{C},{T},{H}>",0.0026825383519155,4
"<{F},{S},{C}>",0.0026825383519155,3
"<{C},{D},{A}>",0.0026825383519155,3
"<{K,F}>",0.00266856679799927,2
"<{E},{M},{B}>",0.00266856679799927,3
"<{K},{F},{B}>",0.00266856679799927,3
"<{H,T}>",0.00265459524408305,2
"<{M},{U},{S}>",0.00265459524408305,3
"<{K},{M},{H}>",0.00265459524408305,3
"<{N},{C}>",0.00265459524408305,2
"<{M,C}>",0.00264062369016682,2
"<{F},{A},{I}>",0.00264062369016682,3
"<{B},{F},{H}>",0.00264062369016682,3
"<{T},{C},{G}>",0.00264062369016682,3
"<{M},{A},{G}>",0.00264062369016682,3
"<{B},{M},{H}>",0.00262665213625059,3
"<{A},{B},{S}>",0.00261268058233437,3
"<{T},{A},{I}>",0.00261268058233437,3
"<{M},{T},{C},{H}>",0.00261268058233437,4
"<{T},{H},{S}>",0.00258473747450191,3
"<{B},{P}>",0.00258473747450191,2
"<{N},{M}>",0.00258473747450191,2
"<{B},{A},{M}>",0.00258473747450191,3
"<{F},{M},{I}>",0.00258473747450191,3
"<{T},{M},{D}>",0.00258473747450191,3
"<{B},{A},{C}>",0.00258473747450191,3
"<{N},{F}>",0.00257076592058569,2
"<{M},{A},{F},{C}>",0.00257076592058569,4
"<{M},{F},{T},{K}>",0.00255679436666946,4
"<{M},{F},{T},{A}>",0.00255679436666946,4
"<{B,C}>",0.00254282281275323,2
"<{E},{A},{B}>",0.00252885125883701,3
"<{A},{H},{K}>",0.00251487970492078,3
"<{C},{D},{H}>",0.00251487970492078,3
"<{F},{M},{A},{T}>",0.00250090815100455,4
"<{M},{F},{C},{H}>",0.00250090815100455,4
"<{A},{C},{G}>",0.00250090815100455,3
"<{H},{A},{C}>",0.00250090815100455,3
"<{F},{T},{I}>",0.00248693659708833,3
"<{K},{A},{T}>",0.0024729650431721,3
"<{M},{F},{A},{T}>",0.0024729650431721,4
"<{E},{F},{K}>",0.0024729650431721,3
"<{M},{C},{F},{H}>",0.0024729650431721,4
"<{A},{S},{B}>",0.0024729650431721,3
"<{M},{D},{B}>",0.0024729650431721,3
"<{C,M}>",0.00245899348925587,2
"<{A},{T},{U}>",0.00245899348925587,3
"<{M},{I},{T}>",0.00245899348925587,3
"<{H},{A},{M}>",0.00245899348925587,3
"<{H},{B},{T}>",0.00244502193533965,3
"<{T},{S},{C}>",0.00244502193533965,3
"<{M},{C},{A},{T}>",0.00243105038142342,4
"<{C},{U},{S}>",0.00243105038142342,3
"<{C},{K},{S}>",0.00243105038142342,3
"<{F},{E},{S}>",0.00243105038142342,3
"<{F},{E},{M}>",0.00243105038142342,3
"<{M},{S},{K}>",0.00243105038142342,3
"<{T},{S},{H}>",0.00243105038142342,3
"<{K},{U}>",0.0024170788275072,2
"<{E},{C},{K}>",0.0024170788275072,3
"<{U},{G}>",0.0024170788275072,2
"<{C},{A},{G}>",0.0024170788275072,3
"<{A},{F},{U}>",0.00240310727359097,3
"<{H},{K},{T}>",0.00240310727359097,3
"<{M},{A},{C},{S}>",0.00240310727359097,4
"<{C},{M},{G}>",0.00240310727359097,3
"<{B},{C},{K}>",0.00238913571967474,3
"<{T},{C},{I}>",0.00238913571967474,3
"<{K},{H},{F}>",0.00238913571967474,3
"<{M},{F},{H},{T}>",0.00237516416575852,4
"<{M},{T},{P}>",0.00237516416575852,3
"<{F},{D},{M}>",0.00237516416575852,3
"<{H},{C},{K}>",0.00237516416575852,3
"<{F},{S},{A}>",0.00237516416575852,3
"<{A},{S},{U}>",0.00236119261184229,3
"<{C},{H},{D}>",0.00236119261184229,3
"<{T,H}>",0.00234722105792606,2
"<{M},{C},{T},{B}>",0.00234722105792606,4
"<{M},{C},{F},{A}>",0.00234722105792606,4
"<{B},{H},{T}>",0.00233324950400984,3
"<{D},{C},{T}>",0.00233324950400984,3
"<{M},{C},{A},{F}>",0.00233324950400984,4
"<{D},{T},{C}>",0.00233324950400984,3
"<{C},{M},{A},{T}>",0.00231927795009361,4
"<{U},{K}>",0.00231927795009361,2
"<{T},{D},{F}>",0.00231927795009361,3
"<{H},{B},{F}>",0.00231927795009361,3
"<{H},{M},{B}>",0.00231927795009361,3
"<{M},{H},{D}>",0.00230530639617738,3
"<{M},{C},{T},{A}>",0.00230530639617738,4
"<{C},{M},{F},{T}>",0.00229133484226116,4
"<{M},{C},{P}>",0.00229133484226116,3
"<{E},{T},{K}>",0.00229133484226116,3
"<{M},{A},{T},{H}>",0.00229133484226116,4
"<{F},{S},{H}>",0.00229133484226116,3
"<{C},{E},{H}>",0.00229133484226116,3
"<{H},{B},{M}>",0.00227736328834493,3
"<{I},{K}>",0.00227736328834493,2
"<{M},{T},{F},{H}>",0.00227736328834493,4
"<{M},{A},{C},{H}>",0.00227736328834493,4
"<{M},{F},{C},{B}>",0.00227736328834493,4
"<{H},{B},{A}>",0.00227736328834493,3
"<{F},{D},{H}>",0.0022633917344287,3
"<{M},{T},{A},{F}>",0.0022633917344287,4
"<{R}>",0.00224942018051248,1
"<{C},{M},{U}>",0.00224942018051248,3
"<{T},{E},{S}>",0.00224942018051248,3
"<{T},{M},{I}>",0.00224942018051248,3
"<{E},{S},{F}>",0.00224942018051248,3
"<{H},{B},{C}>",0.00224942018051248,3
"<{F},{D},{C}>",0.00224942018051248,3
"<{F},{K},{S}>",0.00223544862659625,3
"<{H},{M},{K}>",0.00223544862659625,3
"<{F},{M},{T},{C}>",0.00223544862659625,4
"<{C,D}>",0.00222147707268002,2
"<{T},{C},{U}>",0.00222147707268002,3
"<{F},{A},{U}>",0.00222147707268002,3
"<{T},{S},{M}>",0.00222147707268002,3
"<{M},{I},{F}>",0.00222147707268002,3
"<{F},{H},{D}>",0.00222147707268002,3
"<{M},{G},{T}>",0.0022075055187638,3
"<{T},{F},{I}>",0.0022075055187638,3
"<{D},{T},{F}>",0.0022075055187638,3
"<{H},{K},{F}>",0.0022075055187638,3
"<{M},{B},{E}>",0.0022075055187638,3
"<{E},{B},{C}>",0.0022075055187638,3
"<{N},{A}>",0.0022075055187638,2
"<{F},{C},{U}>",0.00219353396484757,3
"<{E},{B},{T}>",0.00219353396484757,3
"<{E},{P}>",0.00219353396484757,2
"<{F},{M},{G}>",0.00219353396484757,3
"<{D},{C},{F}>",0.00219353396484757,3
"<{M},{T},{F},{A}>",0.00219353396484757,4
"<{E},{M},{K}>",0.00217956241093134,3
"<{D},{G}>",0.00217956241093134,2
"<{T},{H},{D}>",0.00217956241093134,3
"<{K},{H},{C}>",0.00217956241093134,3
"<{C},{D},{B}>",0.00217956241093134,3
"<{M},{T},{C},{B}>",0.00217956241093134,4
"<{D},{F},{T}>",0.00216559085701512,3
"<{F},{E},{H}>",0.00216559085701512,3
"<{F},{C},{M},{A}>",0.00216559085701512,4
"<{M},{K},{E}>",0.00215161930309889,3
"<{F},{T},{C},{A}>",0.00215161930309889,4
"<{S},{C},{T}>",0.00213764774918266,3
"<{H},{A},{S}>",0.00213764774918266,3
"<{M},{C},{H},{T}>",0.00212367619526644,4
"<{A},{K},{S}>",0.00212367619526644,3
"<{B},{A},{S}>",0.00212367619526644,3
"<{M},{E},{I}>",0.00212367619526644,3
"<{K},{A},{F}>",0.00212367619526644,3
"<{E},{H},{F}>",0.00212367619526644,3
"<{T},{B},{D}>",0.00212367619526644,3
"<{M},{T},{F},{B}>",0.00212367619526644,4
"<{B},{F},{K}>",0.00210970464135021,3
"<{F},{T},{C},{H}>",0.00210970464135021,4
"<{A},{M},{G}>",0.00210970464135021,3
"<{M},{U},{F}>",0.00210970464135021,3
"<{C},{A},{D}>",0.00210970464135021,3
"<{K},{B},{C}>",0.00210970464135021,3
"<{A},{F},{G}>",0.00209573308743398,3
"<{A},{T},{D}>",0.00209573308743398,3
"<{M},{K},{D}>",0.00208176153351776,3
"<{T},{D},{C}>",0.00208176153351776,3
"<{K},{B},{T}>",0.00206778997960153,3
"<{T},{D},{M}>",0.00206778997960153,3
"<{M},{C},{F},{B}>",0.00206778997960153,4
"<{D},{M},{A}>",0.00206778997960153,3
"<{E},{S},{T}>",0.0020538184256853,3
"<{F},{M},{C},{T}>",0.0020538184256853,4
"<{D},{I}>",0.0020538184256853,2
"<{A},{T},{G}>",0.0020538184256853,3
"<{M},{B},{D}>",0.0020538184256853,3
"<{D},{C},{A}>",0.0020538184256853,3
"<{C},{T},{U}>",0.00203984687176908,3
"<{M},{H},{I}>",0.00203984687176908,3
"<{B},{A},{H}>",0.00203984687176908,3
"<{T},{F},{G}>",0.00203984687176908,3
"<{F},{M},{A},{C}>",0.00203984687176908,4
"<{C},{E},{B}>",0.00203984687176908,3
"<{M},{S},{U}>",0.00202587531785285,3
"<{F},{T},{C},{M}>",0.00202587531785285,4
"<{I},{G}>",0.00202587531785285,2
"<{M},{C},{H},{F}>",0.00202587531785285,4
"<{U},{E}>",0.00202587531785285,2
"<{M},{T},{A},{C}>",0.00202587531785285,4
"<{T},{D},{A}>",0.00202587531785285,3
"<{M},{T,C}>",0.00201190376393663,3
"<{M},{D},{K}>",0.00201190376393663,3
"<{C},{F},{M},{A}>",0.00201190376393663,4
"<{A},{M},{F},{T}>",0.0019979322100204,4
"<{M},{C},{T},{K}>",0.0019979322100204,4
"<{C},{S},{K}>",0.0019979322100204,3
"<{T},{S},{I}>",0.0019979322100204,3
"<{E},{A},{I}>",0.0019979322100204,3
"<{K},{M},{B}>",0.0019979322100204,3
"<{F},{T},{M},{A}>",0.0019979322100204,4
"<{E},{H},{A}>",0.0019979322100204,3
"<{F},{D},{A}>",0.0019979322100204,3
"<{T},{K},{S}>",0.00198396065610417,3
"<{H},{T},{S}>",0.00198396065610417,3
"<{D},{P}>",0.00198396065610417,2
"<{E},{S},{I}>",0.00198396065610417,3
"<{M},{G},{F}>",0.00198396065610417,3
"<{E},{B},{F}>",0.00198396065610417,3
"<{T,M}>",0.00196998910218795,2
"<{T},{A},{U}>",0.00196998910218795,3
"<{M},{C},{A},{S}>",0.00196998910218795,4
"<{B},{M},{K}>",0.00196998910218795,3
"<{T},{D},{H}>",0.00196998910218795,3
"<{E},{H},{C}>",0.00196998910218795,3
"<{M},{U},{T}>",0.00195601754827172,3
"<{M},{A},{F},{H}>",0.00195601754827172,4
"<{D},{F},{C}>",0.00195601754827172,3
"<{A},{E},{B}>",0.00195601754827172,3
"<{E},{B},{A}>",0.00195601754827172,3
"<{K},{H},{M}>",0.00194204599435549,3
"<{C},{M},{T},{F}>",0.00194204599435549,4
"<{F},{A},{D}>",0.00194204599435549,3
"<{B},{H},{C}>",0.00194204599435549,3
"<{M},{T},{B},{C}>",0.00194204599435549,4
"<{P},{B}>",0.00194204599435549,2
"<{K},{B},{A}>",0.00194204599435549,3
"<{B},{H},{A}>",0.00194204599435549,3
"<{C},{F},{U}>",0.00192807444043927,3
"<{A},{D},{T}>",0.00192807444043927,3
"<{C},{F},{A},{T}>",0.00192807444043927,4
"<{C},{U},{F}>",0.00192807444043927,3
"<{H},{K},{C}>",0.00192807444043927,3
"<{M},{F},{A},{C}>",0.00192807444043927,4
"<{T},{S},{A}>",0.00192807444043927,3
"<{K},{H},{A}>",0.00192807444043927,3
"<{M},{F},{B},{T}>",0.00191410288652304,4
"<{H},{C},{S}>",0.00191410288652304,3
"<{C},{M},{A},{S}>",0.00191410288652304,4
"<{D},{T},{M}>",0.00191410288652304,3
"<{D},{C},{M}>",0.00191410288652304,3
"<{M},{F},{C},{K}>",0.00191410288652304,4
"<{D},{M},{F}>",0.00191410288652304,3
"<{A},{M},{D}>",0.00191410288652304,3
"<{A},{K},{B}>",0.00191410288652304,3
"<{B},{K},{T}>",0.00190013133260681,3
"<{M},{A},{T},{S}>",0.00190013133260681,4
"<{F},{T},{P}>",0.00190013133260681,3
"<{M},{F},{P}>",0.00190013133260681,3
"<{B},{T},{K}>",0.00190013133260681,3
"<{A},{S},{K}>",0.00190013133260681,3
"<{E},{A},{K}>",0.00190013133260681,3
"<{K},{B},{H}>",0.00190013133260681,3
"<{A},{F},{D}>",0.00190013133260681,3
"<{C},{B},{D}>",0.00190013133260681,3
"<{M},{I},{C}>",0.00190013133260681,3
"<{F},{S},{B}>",0.00190013133260681,3
"<{F},{E},{B}>",0.00190013133260681,3
"<{F},{D},{B}>",0.00190013133260681,3
"<{M,A}>",0.00188615977869059,2
"<{S},{F},{T}>",0.00188615977869059,3
"<{G},{S}>",0.00188615977869059,2
"<{H},{M},{S}>",0.00188615977869059,3
"<{B},{C},{S}>",0.00188615977869059,3
"<{A},{B},{K}>",0.00188615977869059,3
"<{C},{M},{A},{F}>",0.00188615977869059,4
"<{M},{A},{C},{B}>",0.00188615977869059,4
"<{A,M}>",0.00187218822477436,2
"<{F},{T},{U}>",0.00187218822477436,3
"<{D},{M},{T}>",0.00187218822477436,3
"<{C},{F},{M},{T}>",0.00187218822477436,4
"<{E},{K},{T}>",0.00187218822477436,3
"<{C},{T},{P}>",0.00187218822477436,3
"<{K},{A},{M}>",0.00187218822477436,3
"<{M},{T},{C},{K}>",0.00187218822477436,4
"<{D},{M},{C}>",0.00187218822477436,3
"<{T},{S},{B}>",0.00187218822477436,3
"<{A},{K},{M}>",0.00185821667085813,3
"<{M},{C},{F},{K}>",0.00185821667085813,4
"<{A},{U},{I}>",0.00185821667085813,3
"<{T},{M},{G}>",0.00185821667085813,3
"<{F},{B},{D}>",0.00185821667085813,3
"<{M},{E},{A},{C}>",0.00185821667085813,4
"<{F},{E},{K}>",0.00184424511694191,3
"<{T},{A},{G}>",0.00184424511694191,3
"<{F},{A},{G}>",0.00184424511694191,3
"<{M},{I},{A}>",0.00184424511694191,3
"<{C},{T},{M},{A}>",0.00184424511694191,4
"<{F},{S},{K}>",0.00183027356302568,3
"<{S},{C},{F}>",0.00183027356302568,3
"<{H},{M},{E}>",0.00183027356302568,3
"<{M},{G},{C}>",0.00183027356302568,3
"<{K},{H},{B}>",0.00183027356302568,3
"<{T},{C},{M},{A}>",0.00183027356302568,4
"<{F,M}>",0.00181630200910945,2
"<{M},{C},{A},{H}>",0.00181630200910945,4
"<{F},{H},{E}>",0.00181630200910945,3
"<{M},{C},{B},{T}>",0.00180233045519323,4
"<{K},{B},{M}>",0.00180233045519323,3
"<{A},{S},{G}>",0.00180233045519323,3
"<{S},{T},{F}>",0.00180233045519323,3
"<{K},{B},{F}>",0.00180233045519323,3
"<{B},{H},{F}>",0.00180233045519323,3
"<{F},{M},{A},{E}>",0.00180233045519323,4
"<{A},{F},{T},{C}>",0.00180233045519323,4
"<{K},{A},{C}>",0.00180233045519323,3
"<{F},{M},{T},{A}>",0.00180233045519323,4
"<{F},{M},{C},{A}>",0.00180233045519323,4
"<{F},{C},{T},{M}>",0.001788358901277,4
"<{C},{D},{K}>",0.001788358901277,3
"<{M},{U},{C}>",0.001788358901277,3
"<{D,C}>",0.00177438734736077,2
"<{H},{F},{S}>",0.00177438734736077,3
"<{D},{F},{M}>",0.00177438734736077,3
"<{P},{K}>",0.00177438734736077,2
"<{M},{T},{F},{K}>",0.00177438734736077,4
"<{E},{C},{I}>",0.00177438734736077,3
"<{A},{B},{I}>",0.00177438734736077,3
"<{T},{E},{H}>",0.00177438734736077,3
"<{M},{T},{H},{F}>",0.00177438734736077,4
"<{F},{K},{D}>",0.00177438734736077,3
"<{E},{K},{C}>",0.00177438734736077,3
"<{C},{M},{F},{A}>",0.00177438734736077,4
"<{M},{B},{I}>",0.00176041579344455,3
"<{C},{S},{G}>",0.00176041579344455,3
"<{C},{B},{G}>",0.00176041579344455,3
"<{T},{H},{E}>",0.00176041579344455,3
"<{F},{C},{T},{A}>",0.00176041579344455,4
"<{D},{U}>",0.00174644423952832,2
"<{E},{N}>",0.00174644423952832,2
"<{M},{S},{G}>",0.00174644423952832,3
"<{A},{U},{F}>",0.00174644423952832,3
"<{T},{C},{M},{F}>",0.00174644423952832,4
"<{M},{U},{A}>",0.00174644423952832,3
"<{M},{T},{C},{S}>",0.00173247268561209,4
"<{F},{C},{P}>",0.00173247268561209,3
"<{D},{C},{H}>",0.00173247268561209,3
"<{C},{T},{M},{F}>",0.00173247268561209,4
"<{C},{S},{U}>",0.00171850113169587,3
"<{M},{E},{A},{T}>",0.00171850113169587,4
"<{M},{A},{F},{S}>",0.00171850113169587,4
"<{M},{A},{E},{S}>",0.00171850113169587,4
"<{B},{H},{M}>",0.00171850113169587,3
"<{M},{T},{H},{C}>",0.00171850113169587,4
"<{T},{M},{A},{C}>",0.00171850113169587,4
"<{M,T}>",0.00170452957777964,2
"<{M},{F},{C},{S}>",0.00170452957777964,4
"<{C},{T},{F},{M}>",0.00170452957777964,4
"<{A},{E},{K}>",0.00170452957777964,3
"<{C},{H},{I}>",0.00170452957777964,3
"<{C},{B},{I}>",0.00170452957777964,3
"<{M},{C},{B},{F}>",0.00170452957777964,4
"<{M},{A},{E},{C}>",0.00170452957777964,4
"<{A},{C},{F},{T}>",0.00169055802386341,4
"<{A},{M},{C},{T}>",0.00169055802386341,4
"<{H},{K},{M}>",0.00169055802386341,3
"<{C},{H},{G}>",0.00169055802386341,3
"<{K},{M},{E}>",0.00169055802386341,3
"<{S},{T},{C}>",0.00169055802386341,3
"<{S},{F},{C}>",0.00169055802386341,3
"<{M},{F},{H},{C}>",0.00169055802386341,4
"<{C},{U},{T}>",0.00167658646994719,3
"<{F},{C},{A},{T}>",0.00167658646994719,4
"<{M},{F},{A},{S}>",0.00167658646994719,4
"<{K},{A},{H}>",0.00167658646994719,3
"<{F},{B},{E}>",0.00167658646994719,3
"<{T},{K},{D}>",0.00167658646994719,3
"<{T},{A},{D}>",0.00167658646994719,3
"<{C},{K},{D}>",0.00167658646994719,3
"<{M},{C,T}>",0.00167658646994719,3
"<{E},{S},{C}>",0.00167658646994719,3
"<{F},{C},{T},{B}>",0.00167658646994719,4
"<{M},{A},{E},{T}>",0.00166261491603096,4
"<{K},{C},{S}>",0.00166261491603096,3
"<{A},{E},{I}>",0.00166261491603096,3
"<{F},{H},{G}>",0.00166261491603096,3
"<{M},{E},{A},{F}>",0.00166261491603096,4
"<{A},{D},{C}>",0.00166261491603096,3
"<{T},{D},{B}>",0.00166261491603096,3
"<{F},{T},{C},{B}>",0.00166261491603096,4
"<{M},{E},{U}>",0.00164864336211473,3
"<{E},{H},{M}>",0.00164864336211473,3
"<{F},{D},{K}>",0.00164864336211473,3
"<{M},{F},{B},{C}>",0.00164864336211473,4
"<{E},{S},{A}>",0.00164864336211473,3
"<{T},{F},{M},{A}>",0.00164864336211473,4
"<{M},{C},{B},{A}>",0.00164864336211473,4
"<{H,F}>",0.00163467180819851,2
"<{D},{T},{H}>",0.00163467180819851,3
"<{D},{F},{H}>",0.00163467180819851,3
"<{C,T},{F}>",0.00163467180819851,3
"<{E},{K},{F}>",0.00163467180819851,3
"<{C},{T},{F},{A}>",0.00163467180819851,4
"<{M},{C},{K},{T}>",0.00162070025428228,4
"<{T},{C},{P}>",0.00162070025428228,3
"<{C,T},{M}>",0.00162070025428228,3
"<{T},{E},{M}>",0.00162070025428228,3
"<{T},{S},{K}>",0.00162070025428228,3
"<{S},{C},{I}>",0.00162070025428228,3
"<{N},{H}>",0.00162070025428228,2
"<{M},{B},{G}>",0.00162070025428228,3
"<{T,C},{F}>",0.00162070025428228,3
"<{S},{M},{F}>",0.00162070025428228,3
"<{D},{A},{F}>",0.00162070025428228,3
"<{A},{S},{E}>",0.00162070025428228,3
"<{M},{F},{K},{C}>",0.00162070025428228,4
"<{H},{A},{B}>",0.00162070025428228,3
"<{A},{U},{T}>",0.00160672870036605,3
"<{S},{M},{C}>",0.00160672870036605,3
"<{S},{M},{T}>",0.00159275714644983,3
"<{F},{C},{M},{T}>",0.00159275714644983,4
"<{M},{F},{K},{T}>",0.00159275714644983,4
"<{M},{E},{F},{T}>",0.00159275714644983,4
"<{A},{F},{C},{T}>",0.00159275714644983,4
"<{C},{R}>",0.00159275714644983,2
"<{S},{T},{M}>",0.00159275714644983,3
"<{C},{E},{K}>",0.00159275714644983,3
"<{M},{H},{G}>",0.00159275714644983,3
"<{M},{T},{K},{F}>",0.00159275714644983,4
"<{H},{C},{D}>",0.00159275714644983,3
"<{C},{F},{T},{B}>",0.00159275714644983,4
"<{D},{T},{A}>",0.00159275714644983,3
"<{F},{M},{U}>",0.0015787855925336,3
"<{M},{P},{T}>",0.0015787855925336,3
"<{C},{I},{T}>",0.0015787855925336,3
"<{D},{A},{T}>",0.0015787855925336,3
"<{M},{A},{P}>",0.0015787855925336,3
"<{C},{U},{M}>",0.0015787855925336,3
"<{H},{A},{K}>",0.0015787855925336,3
"<{E},{A},{U}>",0.00156481403861738,3
"<{K},{T},{S}>",0.00156481403861738,3
"<{M},{K,C}>",0.00156481403861738,3
"<{M},{H,K}>",0.00156481403861738,3
"<{C},{T},{F},{H}>",0.00156481403861738,4
"<{M},{H},{T},{F}>",0.00156481403861738,4
"<{C},{M},{A},{E}>",0.00156481403861738,4
"<{F},{T},{M},{C}>",0.00156481403861738,4
"<{H},{K},{A}>",0.00156481403861738,3
"<{C},{D},{S}>",0.00155084248470115,3
"<{F},{M},{A},{S}>",0.00155084248470115,4
"<{H},{N}>",0.00155084248470115,2
"<{M},{U},{I}>",0.00155084248470115,3
"<{A},{D},{F}>",0.00155084248470115,3
"<{M},{S},{E}>",0.00155084248470115,3
"<{B},{M},{E}>",0.00155084248470115,3
"<{A},{U},{C}>",0.00155084248470115,3
"<{M},{T},{K},{C}>",0.00155084248470115,4
"<{D},{C},{B}>",0.00155084248470115,3
"<{C},{U},{A}>",0.00155084248470115,3
"<{M},{F},{A},{H}>",0.00153687093078492,4
"<{A},{M},{T},{F}>",0.00153687093078492,4
"<{C},{B},{E}>",0.00153687093078492,3
"<{M},{H},{T},{C}>",0.00153687093078492,4
"<{M},{G},{B}>",0.00153687093078492,3
"<{I},{U}>",0.0015228993768687,2
"<{M},{C},{F},{S}>",0.0015228993768687,4
"<{F},{M},{P}>",0.0015228993768687,3
"<{B},{N}>",0.0015228993768687,2
"<{F},{M},{T},{H}>",0.0015228993768687,4
"<{S},{F},{H}>",0.0015228993768687,3
"<{T},{B},{G}>",0.0015228993768687,3
"<{M},{C},{K},{F}>",0.0015228993768687,4
"<{M},{F},{T},{S}>",0.00150892782295247,4
"<{M},{C},{T},{S}>",0.00150892782295247,4
"<{M},{I},{S}>",0.00150892782295247,3
"<{C},{F},{P}>",0.00150892782295247,3
"<{F},{T},{C},{K}>",0.00150892782295247,4
"<{T},{C},{A},{F}>",0.00150892782295247,4
"<{T},{B},{E}>",0.00150892782295247,3
"<{H},{A},{E}>",0.00150892782295247,3
"<{M},{E},{T},{C}>",0.00150892782295247,4
"<{B},{K},{C}>",0.00150892782295247,3
"<{D},{T},{B}>",0.00150892782295247,3
"<{M},{A},{T},{B}>",0.00150892782295247,4
"<{C},{M},{T},{A}>",0.00150892782295247,4
"<{B,K}>",0.00149495626903624,2
"<{P},{S}>",0.00149495626903624,2
"<{K},{F},{S}>",0.00149495626903624,3
"<{S},{C},{M}>",0.00149495626903624,3
"<{E},{B},{M}>",0.00149495626903624,3
"<{T},{F},{C},{M}>",0.00149495626903624,4
"<{F},{C},{T},{H}>",0.00149495626903624,4
"<{E},{B},{H}>",0.00149495626903624,3
"<{C},{H},{E}>",0.00149495626903624,3
"<{S},{M},{A}>",0.00149495626903624,3
"<{D},{F},{A}>",0.00149495626903624,3
"<{M},{T,K}>",0.00148098471512002,3
"<{F},{U},{S}>",0.00148098471512002,3
"<{M},{H},{P}>",0.00148098471512002,3
"<{T},{E},{K}>",0.00148098471512002,3
"<{A},{H},{E}>",0.00148098471512002,3
"<{F},{M},{T},{B}>",0.00148098471512002,4
"<{E},{H},{B}>",0.00148098471512002,3
"<{M},{A},{F},{B}>",0.00148098471512002,4
"<{M},{T},{H},{A}>",0.00148098471512002,4
"<{M},{C},{H},{A}>",0.00148098471512002,4
"<{A},{E},{U}>",0.00146701316120379,3
"<{M},{T},{B},{H}>",0.00146701316120379,4
"<{M},{T},{B},{F}>",0.00146701316120379,4
"<{M},{E},{F},{C}>",0.00146701316120379,4
"<{T},{E},{B}>",0.00146701316120379,3
