"sequence","support","pattern"
"<{H},{K},{B}>",0.00146701316120379,3
"<{B},{M},{S}>",0.00145304160728756,3
"<{B},{F},{S}>",0.00145304160728756,3
"<{S},{P}>",0.00145304160728756,2
"<{U},{S},{I}>",0.00145304160728756,3
"<{C},{F},{T},{H}>",0.00145304160728756,4
"<{A},{T},{C},{F}>",0.00145304160728756,4
"<{T},{M},{A},{F}>",0.00145304160728756,4
"<{I},{E}>",0.00145304160728756,2
"<{E},{C},{D}>",0.00145304160728756,3
"<{A},{M},{T},{C}>",0.00145304160728756,4
"<{A},{M},{F},{C}>",0.00145304160728756,4
"<{T,C},{A}>",0.00145304160728756,3
"<{S},{C},{A}>",0.00145304160728756,3
"<{S},{A},{T}>",0.00143907005337134,3
"<{C},{G},{T}>",0.00143907005337134,3
"<{A},{U},{M}>",0.00143907005337134,3
"<{C},{M},{T},{H}>",0.00143907005337134,4
"<{M},{A},{S},{F}>",0.00143907005337134,4
"<{B},{K},{F}>",0.00143907005337134,3
"<{K},{C},{D}>",0.00143907005337134,3
"<{M},{C,H}>",0.00143907005337134,3
"<{F},{T},{K},{C}>",0.00143907005337134,4
"<{D},{H},{T}>",0.00142509849945511,3
"<{K},{A},{S}>",0.00142509849945511,3
"<{M},{T},{A},{S}>",0.00142509849945511,4
"<{T},{B},{I}>",0.00142509849945511,3
"<{F},{B},{I}>",0.00142509849945511,3
"<{C},{U},{H}>",0.00142509849945511,3
"<{S},{C},{H}>",0.00142509849945511,3
"<{M},{C},{B},{H}>",0.00142509849945511,4
"<{T},{H},{G}>",0.00142509849945511,3
"<{M},{A},{E},{F}>",0.00142509849945511,4
"<{T},{M},{F},{C}>",0.00142509849945511,4
"<{M},{T},{H},{B}>",0.00142509849945511,4
"<{K,B}>",0.00141112694553888,2
"<{T},{M},{U}>",0.00141112694553888,3
"<{M},{D},{S}>",0.00141112694553888,3
"<{T},{F},{P}>",0.00141112694553888,3
"<{N},{K}>",0.00141112694553888,2
"<{F},{M},{T},{K}>",0.00141112694553888,4
"<{C},{U},{I}>",0.00141112694553888,3
"<{A},{H},{I}>",0.00141112694553888,3
"<{S},{T},{H}>",0.00141112694553888,3
"<{M},{I},{H}>",0.00141112694553888,3
"<{F},{M},{C},{H}>",0.00141112694553888,4
"<{A},{B},{E}>",0.00141112694553888,3
"<{M},{E},{D}>",0.00141112694553888,3
"<{N},{B}>",0.00141112694553888,2
"<{M},{T},{B},{A}>",0.00141112694553888,4
"<{C},{F},{H},{T}>",0.00139715539162266,4
"<{T},{C},{F},{H}>",0.00139715539162266,4
"<{T},{F},{C},{H}>",0.00139715539162266,4
"<{A},{T},{C},{H}>",0.00139715539162266,4
"<{M},{F},{B},{H}>",0.00139715539162266,4
"<{T},{M},{A},{E}>",0.00139715539162266,4
"<{H},{T},{D}>",0.00139715539162266,3
"<{T},{C},{F},{B}>",0.00139715539162266,4
"<{C},{M},{F},{B}>",0.00139715539162266,4
"<{A},{H},{U}>",0.00138318383770643,3
"<{E},{C},{U}>",0.00138318383770643,3
"<{F},{I},{T}>",0.00138318383770643,3
"<{H},{D},{T}>",0.00138318383770643,3
"<{E},{H},{S}>",0.00138318383770643,3
"<{A},{C},{P}>",0.00138318383770643,3
"<{T},{C},{F},{M}>",0.00138318383770643,4
"<{M},{K,T}>",0.00138318383770643,3
"<{M},{A},{T},{K}>",0.00138318383770643,4
"<{F},{C},{T},{K}>",0.00138318383770643,4
"<{M},{C},{H},{K}>",0.00138318383770643,4
"<{F},{K},{E}>",0.00138318383770643,3
"<{F},{M},{C},{B}>",0.00138318383770643,4
"<{F},{M},{E},{A}>",0.00138318383770643,4
"<{M},{E},{C},{A}>",0.00138318383770643,4
"<{F,H}>",0.0013692122837902,2
"<{F},{G},{T}>",0.0013692122837902,3
"<{C},{M},{B},{T}>",0.0013692122837902,4
"<{M},{F},{K},{H}>",0.0013692122837902,4
"<{M},{T},{A},{H}>",0.0013692122837902,4
"<{S},{A},{F}>",0.0013692122837902,3
"<{C},{M},{T},{B}>",0.0013692122837902,4
"<{M},{F},{H},{B}>",0.0013692122837902,4
"<{E},{K},{A}>",0.0013692122837902,3
"<{M},{F},{B},{A}>",0.0013692122837902,4
"<{M},{A},{H},{T}>",0.00135524072987398,4
"<{F},{C},{H},{T}>",0.00135524072987398,4
"<{M},{H},{F},{T}>",0.00135524072987398,4
"<{A},{C},{F},{S}>",0.00135524072987398,4
"<{M},{E},{A},{S}>",0.00135524072987398,4
"<{S},{F},{M}>",0.00135524072987398,3
"<{S},{T},{I}>",0.00135524072987398,3
"<{E},{T},{I}>",0.00135524072987398,3
"<{B},{K},{H}>",0.00135524072987398,3
"<{C},{M},{F},{H}>",0.00135524072987398,4
"<{A},{C},{T},{F}>",0.00135524072987398,4
"<{C},{T},{F},{B}>",0.00135524072987398,4
"<{M},{F},{H},{A}>",0.00135524072987398,4
"<{C},{A},{F},{T}>",0.00134126917595775,4
"<{F},{C},{A},{S}>",0.00134126917595775,4
"<{F},{G},{M}>",0.00134126917595775,3
"<{A},{D},{M}>",0.00134126917595775,3
"<{M},{F},{A},{K}>",0.00134126917595775,4
"<{M},{T},{K},{H}>",0.00134126917595775,4
"<{M},{E},{T},{F}>",0.00134126917595775,4
"<{S},{F},{A}>",0.00134126917595775,3
"<{T},{C},{F},{A}>",0.00134126917595775,4
"<{B},{T},{S}>",0.00132729762204152,3
"<{C},{I},{S}>",0.00132729762204152,3
"<{E},{B},{S}>",0.00132729762204152,3
"<{M},{F},{N}>",0.00132729762204152,3
"<{C},{F},{T},{M}>",0.00132729762204152,4
"<{D},{A},{M}>",0.00132729762204152,3
"<{T},{D},{K}>",0.00132729762204152,3
"<{M},{C},{A},{K}>",0.00132729762204152,4
"<{M},{A},{S},{I}>",0.00132729762204152,4
"<{E},{M},{I}>",0.00132729762204152,3
"<{D},{M},{H}>",0.00132729762204152,3
"<{A},{F},{C},{H}>",0.00132729762204152,4
"<{M},{A},{T},{E}>",0.00132729762204152,4
"<{A},{T},{F},{C}>",0.00132729762204152,4
"<{D},{A},{C}>",0.00132729762204152,3
"<{F},{T},{B},{C}>",0.00132729762204152,4
"<{M,F}>",0.0013133260681253,2
"<{T},{F},{U}>",0.0013133260681253,3
"<{A},{I},{S}>",0.0013133260681253,3
"<{H},{B},{K}>",0.0013133260681253,3
"<{B},{A},{K}>",0.0013133260681253,3
"<{M},{G},{H}>",0.0013133260681253,3
"<{A},{I},{F}>",0.0013133260681253,3
"<{A},{M},{C},{F}>",0.0013133260681253,4
"<{B},{C},{D}>",0.0013133260681253,3
"<{T},{F},{M},{C}>",0.0013133260681253,4
"<{C,T},{A}>",0.0013133260681253,3
"<{K,D}>",0.00129935451420907,2
"<{M},{K},{F},{T}>",0.00129935451420907,4
"<{B},{H},{K}>",0.00129935451420907,3
"<{C},{F},{M},{H}>",0.00129935451420907,4
"<{C},{K},{E}>",0.00129935451420907,3
"<{M},{A},{C},{E}>",0.00129935451420907,4
"<{P},{D}>",0.00129935451420907,2
"<{M},{C},{H},{B}>",0.00129935451420907,4
"<{D},{F},{B}>",0.00129935451420907,3
"<{M},{F},{A},{B}>",0.00129935451420907,4
"<{M},{C},{A},{B}>",0.00129935451420907,4
"<{C},{M},{H},{T}>",0.00128538296029284,4
"<{A},{G},{T}>",0.00128538296029284,3
"<{F},{C},{B},{T}>",0.00128538296029284,4
"<{C},{F},{B},{T}>",0.00128538296029284,4
"<{F},{D},{S}>",0.00128538296029284,3
"<{M},{A},{N}>",0.00128538296029284,3
"<{D},{F},{K}>",0.00128538296029284,3
"<{G},{I}>",0.00128538296029284,2
"<{F},{H},{I}>",0.00128538296029284,3
"<{M},{U},{H}>",0.00128538296029284,3
"<{F},{T},{M},{H}>",0.00128538296029284,4
"<{E},{K},{H}>",0.00128538296029284,3
"<{U},{D}>",0.00128538296029284,2
"<{K},{D},{T}>",0.00127141140637662,3
"<{E},{D},{T}>",0.00127141140637662,3
"<{M},{H},{C},{T}>",0.00127141140637662,4
"<{M},{E},{C},{T}>",0.00127141140637662,4
"<{U},{M},{S}>",0.00127141140637662,3
"<{F},{H},{P}>",0.00127141140637662,3
"<{E},{S},{M}>",0.00127141140637662,3
"<{B},{K},{M}>",0.00127141140637662,3
"<{C},{F},{T},{K}>",0.00127141140637662,4
"<{F},{T},{B},{H}>",0.00127141140637662,4
"<{A},{C},{M},{F}>",0.00127141140637662,4
"<{B},{A},{E}>",0.00127141140637662,3
"<{A},{H},{D}>",0.00127141140637662,3
"<{B,T}>",0.00125743985246039,2
"<{A},{C},{M},{T}>",0.00125743985246039,4
"<{M},{B},{C},{T}>",0.00125743985246039,4
"<{T},{U},{S}>",0.00125743985246039,3
"<{D},{H},{M}>",0.00125743985246039,3
"<{F},{C},{A},{M}>",0.00125743985246039,4
"<{D},{T},{K}>",0.00125743985246039,3
"<{M},{K},{I}>",0.00125743985246039,3
"<{C},{A},{T},{H}>",0.00125743985246039,4
"<{F},{M},{A},{H}>",0.00125743985246039,4
"<{C},{M},{A},{H}>",0.00125743985246039,4
"<{F},{B},{G}>",0.00125743985246039,3
"<{C},{A},{T},{F}>",0.00125743985246039,4
"<{M},{E},{F},{A}>",0.00125743985246039,4
"<{M},{A},{S},{T}>",0.00124346829854416,4
"<{T},{H},{P}>",0.00124346829854416,3
"<{C},{G},{M}>",0.00124346829854416,3
"<{M},{F},{H},{K}>",0.00124346829854416,4
"<{S},{M},{I}>",0.00124346829854416,3
"<{A},{D},{H}>",0.00124346829854416,3
"<{T},{C},{H},{F}>",0.00124346829854416,4
"<{C},{T},{A},{F}>",0.00124346829854416,4
"<{G},{E}>",0.00124346829854416,2
"<{I},{D}>",0.00124346829854416,2
"<{M},{S},{D}>",0.00124346829854416,3
"<{F},{G},{C}>",0.00124346829854416,3
"<{M},{H},{T},{B}>",0.00124346829854416,4
"<{C},{M},{A},{B}>",0.00124346829854416,4
"<{B},{K},{A}>",0.00124346829854416,3
"<{T,B}>",0.00122949674462794,2
"<{F},{S},{U}>",0.00122949674462794,3
"<{F},{T,C}>",0.00122949674462794,3
"<{A},{C},{T},{S}>",0.00122949674462794,4
"<{M},{T},{F},{S}>",0.00122949674462794,4
"<{C},{F},{A},{S}>",0.00122949674462794,4
"<{A},{R}>",0.00122949674462794,2
"<{M},{C},{N}>",0.00122949674462794,3
"<{A},{U},{H}>",0.00122949674462794,3
"<{M},{C},{K},{H}>",0.00122949674462794,4
"<{K,C},{F}>",0.00122949674462794,3
"<{M},{T},{A},{B}>",0.00122949674462794,4
"<{C},{F},{T},{A}>",0.00122949674462794,4
"<{M},{G},{A}>",0.00122949674462794,3
"<{T},{M},{C},{A}>",0.00122949674462794,4
"<{T,D}>",0.00121552519071171,2
"<{C,F},{T}>",0.00121552519071171,3
"<{K,C},{T}>",0.00121552519071171,3
"<{A},{I},{T}>",0.00121552519071171,3
"<{T,C},{M}>",0.00121552519071171,3
"<{T},{C},{A},{M}>",0.00121552519071171,4
"<{E},{H},{K}>",0.00121552519071171,3
"<{A},{F},{T},{H}>",0.00121552519071171,4
"<{F},{C},{M},{H}>",0.00121552519071171,4
"<{F},{C},{A},{H}>",0.00121552519071171,4
"<{F},{S},{G}>",0.00121552519071171,3
"<{C},{T},{H},{F}>",0.00121552519071171,4
"<{T},{M},{C},{F}>",0.00121552519071171,4
"<{K},{C},{E}>",0.00121552519071171,3
"<{M},{E},{T},{A}>",0.00121552519071171,4
"<{M},{B},{U}>",0.00120155363679548,3
"<{M},{C},{S},{T}>",0.00120155363679548,4
"<{F},{M},{H},{T}>",0.00120155363679548,4
"<{C},{M},{P}>",0.00120155363679548,3
"<{C},{H},{P}>",0.00120155363679548,3
"<{F},{T},{B},{M}>",0.00120155363679548,4
"<{M},{G},{K}>",0.00120155363679548,3
"<{M},{C},{A},{I}>",0.00120155363679548,4
"<{T},{C},{M},{H}>",0.00120155363679548,4
"<{T},{M},{F},{H}>",0.00120155363679548,4
"<{M},{E},{G}>",0.00120155363679548,3
"<{E},{T},{D}>",0.00120155363679548,3
"<{H},{F},{D}>",0.00120155363679548,3
"<{M},{H},{F},{C}>",0.00120155363679548,4
"<{D},{M},{B}>",0.00120155363679548,3
"<{K},{A},{B}>",0.00120155363679548,3
"<{F},{G},{B}>",0.00120155363679548,3
"<{F},{M},{A},{B}>",0.00120155363679548,4
"<{T},{F},{C},{A}>",0.00120155363679548,4
"<{M},{H},{U}>",0.00118758208287926,3
"<{C},{A},{M},{T}>",0.00118758208287926,4
"<{M},{A},{B},{T}>",0.00118758208287926,4
"<{A},{F},{T},{S}>",0.00118758208287926,4
"<{T},{M},{A},{S}>",0.00118758208287926,4
"<{T},{C},{A},{S}>",0.00118758208287926,4
"<{A},{T},{P}>",0.00118758208287926,3
"<{M},{T},{A},{K}>",0.00118758208287926,4
"<{M},{H,C}>",0.00118758208287926,3
"<{T},{G},{H}>",0.00118758208287926,3
"<{M},{P},{H}>",0.00118758208287926,3
"<{D},{H},{F}>",0.00118758208287926,3
"<{T},{C},{B},{F}>",0.00118758208287926,4
"<{B},{C},{E}>",0.00118758208287926,3
"<{E},{F},{D}>",0.00118758208287926,3
"<{M},{K},{T},{C}>",0.00118758208287926,4
"<{F},{M},{K},{C}>",0.00118758208287926,4
"<{F},{T},{B},{A}>",0.00118758208287926,4
"<{M,E}>",0.00117361052896303,2
"<{U},{C},{T}>",0.00117361052896303,3
"<{H},{S},{T}>",0.00117361052896303,3
"<{M},{B},{F},{T}>",0.00117361052896303,4
"<{A},{D},{S}>",0.00117361052896303,3
"<{A},{T},{C},{S}>",0.00117361052896303,4
"<{M},{T},{H},{K}>",0.00117361052896303,4
"<{T},{F},{C},{K}>",0.00117361052896303,4
"<{S},{F},{I}>",0.00117361052896303,3
"<{C},{E},{I}>",0.00117361052896303,3
"<{A},{C},{T},{H}>",0.00117361052896303,4
"<{M},{K},{G}>",0.00117361052896303,3
"<{H},{S},{F}>",0.00117361052896303,3
"<{M},{P},{F}>",0.00117361052896303,3
"<{M},{A},{B},{F}>",0.00117361052896303,4
"<{C},{S},{E}>",0.00117361052896303,3
"<{H},{F},{E}>",0.00117361052896303,3
"<{H},{C},{E}>",0.00117361052896303,3
"<{M},{F},{A},{E}>",0.00117361052896303,4
"<{D},{H},{C}>",0.00117361052896303,3
"<{M},{A},{B},{C}>",0.00117361052896303,4
"<{F},{T},{M},{B}>",0.00117361052896303,4
"<{F,B}>",0.0011596389750468,2
"<{C},{H},{U}>",0.0011596389750468,3
"<{S},{H},{T}>",0.0011596389750468,3
"<{F},{P},{T}>",0.0011596389750468,3
"<{C},{P},{T}>",0.0011596389750468,3
"<{M},{A},{F},{K}>",0.0011596389750468,4
"<{A},{M},{T},{H}>",0.0011596389750468,4
"<{C},{F},{A},{H}>",0.0011596389750468,4
"<{T},{S},{G}>",0.0011596389750468,3
"<{A},{H},{G}>",0.0011596389750468,3
"<{M},{A},{H},{F}>",0.0011596389750468,4
"<{M},{E},{C},{F}>",0.0011596389750468,4
"<{U},{S},{C}>",0.0011596389750468,3
"<{M},{A},{S},{C}>",0.0011596389750468,4
"<{A},{F},{T},{B}>",0.0011596389750468,4
"<{M},{T},{K},{A}>",0.0011596389750468,4
"<{H},{E},{A}>",0.0011596389750468,3
"<{D},{H},{A}>",0.0011596389750468,3
"<{F},{T,K}>",0.00114566742113058,3
"<{A},{F},{H},{T}>",0.00114566742113058,4
"<{T},{F},{B},{M}>",0.00114566742113058,4
"<{C},{T},{B},{M}>",0.00114566742113058,4
"<{C},{M},{T},{K}>",0.00114566742113058,4
"<{F},{M},{C},{K}>",0.00114566742113058,4
"<{C},{K},{I}>",0.00114566742113058,3
"<{C},{T},{M},{H}>",0.00114566742113058,4
"<{D},{A},{H}>",0.00114566742113058,3
"<{C},{T},{A},{H}>",0.00114566742113058,4
"<{F},{K},{G}>",0.00114566742113058,3
"<{T},{U},{F}>",0.00114566742113058,3
"<{K},{S},{F}>",0.00114566742113058,3
"<{C},{I},{F}>",0.00114566742113058,3
"<{N},{E}>",0.00114566742113058,2
"<{F},{A},{T},{C}>",0.00114566742113058,4
"<{M},{P},{C}>",0.00114566742113058,3
"<{M},{A},{H},{C}>",0.00114566742113058,4
"<{E},{D},{C}>",0.00114566742113058,3
"<{S},{T},{B}>",0.00114566742113058,3
"<{A},{C},{T},{B}>",0.00114566742113058,4
"<{S},{C},{B}>",0.00114566742113058,3
"<{A},{D},{B}>",0.00114566742113058,3
"<{U},{S},{T}>",0.00113169586721435,3
"<{M},{K},{C},{T}>",0.00113169586721435,4
"<{F},{T},{C},{S}>",0.00113169586721435,4
"<{M},{T},{N}>",0.00113169586721435,3
"<{H},{D},{M}>",0.00113169586721435,3
"<{M},{K,H}>",0.00113169586721435,3
"<{M},{A},{C},{K}>",0.00113169586721435,4
"<{C},{I},{H}>",0.00113169586721435,3
"<{C},{F},{B},{H}>",0.00113169586721435,4
"<{T},{G},{F}>",0.00113169586721435,3
"<{M},{C},{S},{F}>",0.00113169586721435,4
"<{M},{H},{C},{F}>",0.00113169586721435,4
"<{K},{F},{E}>",0.00113169586721435,3
"<{G},{D}>",0.00113169586721435,2
"<{M},{C,F}>",0.00113169586721435,3
"<{T},{C},{M},{B}>",0.00113169586721435,4
"<{F},{C},{M},{B}>",0.00113169586721435,4
"<{T},{M},{C},{B}>",0.00113169586721435,4
"<{T},{M},{F},{A}>",0.00113169586721435,4
"<{C},{B},{U}>",0.00111772431329812,3
"<{E},{U},{S}>",0.00111772431329812,3
"<{C},{A},{T},{S}>",0.00111772431329812,4
"<{K},{M},{S}>",0.00111772431329812,3
"<{C},{T},{A},{S}>",0.00111772431329812,4
"<{A},{F},{T},{M}>",0.00111772431329812,4
"<{C},{I},{M}>",0.00111772431329812,3
"<{F},{M},{A},{K}>",0.00111772431329812,4
"<{A},{K},{I}>",0.00111772431329812,3
"<{F},{E},{I}>",0.00111772431329812,3
"<{K},{S},{H}>",0.00111772431329812,3
"<{F},{G},{H}>",0.00111772431329812,3
"<{A},{M},{F},{H}>",0.00111772431329812,4
"<{T},{K},{G}>",0.00111772431329812,3
"<{M},{F,T}>",0.00111772431329812,3
"<{C},{H},{T},{F}>",0.00111772431329812,4
"<{C},{G},{F}>",0.00111772431329812,3
"<{M},{B},{C},{F}>",0.00111772431329812,4
"<{A},{B},{D}>",0.00111772431329812,3
"<{C},{F},{M},{B}>",0.00111772431329812,4
"<{C},{M},{B},{A}>",0.00111772431329812,4
"<{M},{K},{P}>",0.0011037527593819,3
"<{C},{A},{P}>",0.0011037527593819,3
"<{F},{T},{K},{H}>",0.0011037527593819,4
"<{T},{C},{A},{H}>",0.0011037527593819,4
"<{H},{T},{G}>",0.0011037527593819,3
"<{C},{A},{M},{F}>",0.0011037527593819,4
"<{P},{E}>",0.0011037527593819,2
"<{M},{F},{T},{E}>",0.0011037527593819,4
"<{M},{A},{F},{E}>",0.0011037527593819,4
"<{S},{A},{C}>",0.0011037527593819,3
"<{F},{T},{H},{C}>",0.0011037527593819,4
"<{B,F}>",0.00108978120546567,2
"<{B},{S},{T}>",0.00108978120546567,3
"<{C},{M},{T},{S}>",0.00108978120546567,4
"<{C},{F},{T},{S}>",0.00108978120546567,4
"<{A},{M},{C},{S}>",0.00108978120546567,4
"<{A},{F},{P}>",0.00108978120546567,3
"<{T},{G},{M}>",0.00108978120546567,3
"<{S},{C},{K}>",0.00108978120546567,3
"<{T},{H},{I}>",0.00108978120546567,3
"<{E},{F},{I}>",0.00108978120546567,3
"<{B},{C},{I}>",0.00108978120546567,3
"<{C},{G},{H}>",0.00108978120546567,3
"<{U},{M},{F}>",0.00108978120546567,3
"<{M},{K},{T},{F}>",0.00108978120546567,4
"<{M},{K},{C},{F}>",0.00108978120546567,4
"<{K},{T},{D}>",0.00108978120546567,3
"<{E},{M},{D}>",0.00108978120546567,3
"<{T},{F},{B},{C}>",0.00108978120546567,4
"<{M},{F},{K},{B}>",0.00108978120546567,4
"<{T},{M},{E},{A}>",0.00108978120546567,4
"<{K},{S},{T}>",0.00107580965154945,3
"<{C},{H},{F},{T}>",0.00107580965154945,4
"<{B},{D},{T}>",0.00107580965154945,3
"<{F},{K},{C},{T}>",0.00107580965154945,4
"<{K},{H},{S}>",0.00107580965154945,3
"<{K},{N}>",0.00107580965154945,2
"<{K,C},{M}>",0.00107580965154945,3
"<{U},{C},{M}>",0.00107580965154945,3
"<{T},{C},{B},{M}>",0.00107580965154945,4
"<{F},{C},{B},{M}>",0.00107580965154945,4
"<{C},{M},{F},{K}>",0.00107580965154945,4
"<{C},{T},{B},{H}>",0.00107580965154945,4
"<{A},{B},{G}>",0.00107580965154945,3
"<{M},{F,C}>",0.00107580965154945,3
"<{C},{T},{B},{F}>",0.00107580965154945,4
"<{F},{S},{E}>",0.00107580965154945,3
"<{M},{C,K}>",0.00107580965154945,3
"<{E},{M},{T},{C}>",0.00107580965154945,4
"<{F},{T},{H},{B}>",0.00107580965154945,4
"<{A},{T},{C},{B}>",0.00107580965154945,4
"<{S},{T},{A}>",0.00107580965154945,3
"<{E},{M},{U}>",0.00106183809763322,3
"<{M},{N},{T}>",0.00106183809763322,3
"<{A},{F},{M},{T}>",0.00106183809763322,4
"<{H},{E},{T}>",0.00106183809763322,3
"<{M},{B},{A},{T}>",0.00106183809763322,4
"<{H},{B},{S}>",0.00106183809763322,3
"<{T},{M},{P}>",0.00106183809763322,3
"<{S},{F},{K}>",0.00106183809763322,3
"<{D},{M},{K}>",0.00106183809763322,3
"<{C},{T},{F},{K}>",0.00106183809763322,4
"<{D},{C},{K}>",0.00106183809763322,3
"<{H},{T},{I}>",0.00106183809763322,3
"<{B},{S},{I}>",0.00106183809763322,3
"<{S},{A},{I}>",0.00106183809763322,3
"<{T},{M},{C},{H}>",0.00106183809763322,4
"<{H},{D},{F}>",0.00106183809763322,3
"<{M},{T},{E},{F}>",0.00106183809763322,4
"<{T},{A},{C},{F}>",0.00106183809763322,4
"<{H},{S},{C}>",0.00106183809763322,3
"<{T},{F},{A},{C}>",0.00106183809763322,4
"<{S},{F},{B}>",0.00106183809763322,3
"<{A},{M},{F},{B}>",0.00106183809763322,4
"<{M},{P},{A}>",0.00106183809763322,3
"<{M},{F},{K},{A}>",0.00106183809763322,4
"<{E},{D},{A}>",0.00106183809763322,3
"<{E},{S},{U}>",0.00104786654371699,3
"<{C},{T,K}>",0.00104786654371699,3
"<{M},{F},{S},{T}>",0.00104786654371699,4
"<{U},{C},{S}>",0.00104786654371699,3
"<{C,F},{M}>",0.00104786654371699,3
"<{C},{A},{T},{M}>",0.00104786654371699,4
"<{A},{C},{T},{M}>",0.00104786654371699,4
"<{C},{T},{A},{M}>",0.00104786654371699,4
"<{F},{K,T}>",0.00104786654371699,3
"<{M},{E},{T},{H}>",0.00104786654371699,4
"<{F},{P},{H}>",0.00104786654371699,3
"<{T},{F},{M},{H}>",0.00104786654371699,4
"<{A},{I},{H}>",0.00104786654371699,3
"<{M},{D},{E}>",0.00104786654371699,3
"<{C},{S},{D}>",0.00104786654371699,3
"<{H},{M},{D}>",0.00104786654371699,3
"<{F,T},{C}>",0.00104786654371699,3
"<{T},{G},{C}>",0.00104786654371699,3
"<{F},{T},{A},{C}>",0.00104786654371699,4
"<{C},{U},{B}>",0.00104786654371699,3
"<{M},{I},{B}>",0.00104786654371699,3
"<{M},{T},{K},{B}>",0.00104786654371699,4
"<{U},{M},{A}>",0.00104786654371699,3
"<{M},{H},{T},{A}>",0.00104786654371699,4
"<{M},{B},{C},{A}>",0.00104786654371699,4
"<{T},{C},{B},{A}>",0.00104786654371699,4
"<{T},{S},{U}>",0.00103389498980077,3
"<{E},{M},{F},{T}>",0.00103389498980077,4
"<{U},{A},{S}>",0.00103389498980077,3
"<{F},{C},{T},{S}>",0.00103389498980077,4
"<{A},{M},{F},{S}>",0.00103389498980077,4
"<{D},{A},{S}>",0.00103389498980077,3
"<{T},{C},{H},{M}>",0.00103389498980077,4
"<{B},{D},{M}>",0.00103389498980077,3
"<{C},{F},{A},{M}>",0.00103389498980077,4
"<{T},{G},{K}>",0.00103389498980077,3
"<{F},{C},{M},{K}>",0.00103389498980077,4
"<{M},{A},{S},{H}>",0.00103389498980077,4
"<{K},{D},{H}>",0.00103389498980077,3
"<{M},{A},{E},{H}>",0.00103389498980077,4
"<{C},{K},{G}>",0.00103389498980077,3
"<{U},{C},{F}>",0.00103389498980077,3
"<{E},{M},{T},{F}>",0.00103389498980077,4
"<{B},{T},{E}>",0.00103389498980077,3
"<{M},{C},{A},{E}>",0.00103389498980077,4
"<{E},{A},{D}>",0.00103389498980077,3
"<{C},{G},{B}>",0.00103389498980077,3
"<{B},{E},{A}>",0.00103389498980077,3
"<{M},{F},{E},{A}>",0.00103389498980077,4
"<{E},{T},{U}>",0.00101992343588454,3
"<{A},{B},{U}>",0.00101992343588454,3
"<{M},{T,H}>",0.00101992343588454,3
"<{U},{F},{T}>",0.00101992343588454,3
"<{C},{F},{K},{T}>",0.00101992343588454,4
"<{A},{M},{T},{S}>",0.00101992343588454,4
"<{C},{M},{F},{S}>",0.00101992343588454,4
"<{A},{F},{C},{S}>",0.00101992343588454,4
"<{F},{K},{P}>",0.00101992343588454,3
"<{H},{S},{M}>",0.00101992343588454,3
"<{A},{C},{F},{M}>",0.00101992343588454,4
"<{A},{F},{C},{M}>",0.00101992343588454,4
"<{F},{K,C}>",0.00101992343588454,3
"<{M},{H},{T},{K}>",0.00101992343588454,4
"<{T},{C},{M},{K}>",0.00101992343588454,4
"<{F},{C},{A},{K}>",0.00101992343588454,4
"<{T},{K},{I}>",0.00101992343588454,3
"<{B},{A},{I}>",0.00101992343588454,3
"<{F},{A},{T},{H}>",0.00101992343588454,4
"<{S},{M},{H}>",0.00101992343588454,3
"<{C},{A},{F},{H}>",0.00101992343588454,4
"<{C},{M},{B},{F}>",0.00101992343588454,4
"<{F},{C,T}>",0.00101992343588454,3
"<{A},{F},{M},{C}>",0.00101992343588454,4
"<{A},{I},{C}>",0.00101992343588454,3
"<{M},{U},{B}>",0.00101992343588454,3
"<{T},{G},{B}>",0.00101992343588454,3
"<{T},{M},{A},{B}>",0.00101992343588454,4
"<{T},{C},{A},{B}>",0.00101992343588454,4
"<{F},{C},{B},{A}>",0.00101992343588454,4
"<{C},{F},{B},{A}>",0.00101992343588454,4
"<{U},{A},{T}>",0.00100595188196831,3
"<{F},{M},{K},{T}>",0.00100595188196831,4
"<{F},{M},{E},{T}>",0.00100595188196831,4
"<{F},{A},{C},{T}>",0.00100595188196831,4
"<{N},{S}>",0.00100595188196831,2
"<{F},{A},{T},{S}>",0.00100595188196831,4
"<{A},{T},{C},{M}>",0.00100595188196831,4
"<{S},{T},{K}>",0.00100595188196831,3
"<{F},{T},{H},{K}>",0.00100595188196831,4
"<{M},{A},{C},{I}>",0.00100595188196831,4
"<{E},{S},{H}>",0.00100595188196831,3
"<{A},{C},{F},{H}>",0.00100595188196831,4
"<{A},{M},{C},{H}>",0.00100595188196831,4
"<{F},{C},{B},{H}>",0.00100595188196831,4
"<{T},{M},{A},{H}>",0.00100595188196831,4
"<{C,K},{F}>",0.00100595188196831,3
"<{I},{M},{F}>",0.00100595188196831,3
"<{K},{D},{F}>",0.00100595188196831,3
"<{M},{H},{A},{F}>",0.00100595188196831,4
"<{T},{K},{E}>",0.00100595188196831,3
"<{K},{T},{E}>",0.00100595188196831,3
"<{K},{A},{E}>",0.00100595188196831,3
"<{A},{S},{D}>",0.00100595188196831,3
"<{H},{E},{C}>",0.00100595188196831,3
"<{M},{K},{T},{B}>",0.00100595188196831,4
"<{C},{A},{T},{B}>",0.00100595188196831,4
"<{T},{F},{C},{B}>",0.00100595188196831,4
